department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
Procurement,2,Bachelors,f,other,1,33,1.0,3,1,0,71
Analytics,22,Bachelors,m,sourcing,1,29,5.0,3,1,0,81
Sales & Marketing,9,Masters & above,m,sourcing,1,27,5.0,5,1,1,49
Sales & Marketing,22,Bachelors,m,referred,1,33,3.0,8,0,0,45
Sales & Marketing,11,Masters & above,m,other,1,42,1.0,5,0,0,47
Sales & Marketing,1,Masters & above,m,other,2,31,1.0,2,0,0,55
Analytics,2,Bachelors,m,other,2,36,3.0,9,0,0,84
Sales & Marketing,2,Bachelors,m,sourcing,2,47,5.0,16,0,0,49
Technology,22,Bachelors,f,other,1,29,4.0,2,0,0,93
Sales & Marketing,2,Bachelors,f,other,2,33,5.0,6,0,0,51
Sales & Marketing,2,Bachelors,m,sourcing,2,33,4.0,7,1,0,46
R&D,2,Masters & above,m,other,2,41,3.0,9,0,0,84
Operations,27,Bachelors,f,other,1,26,3.0,3,1,0,64
Sales & Marketing,2,Bachelors,f,sourcing,1,29,3.0,6,0,0,52
Sales & Marketing,2,Bachelors,m,referred,1,33,3.0,5,1,0,45
Operations,7,Bachelors,m,sourcing,1,38,5.0,9,1,0,60
Sales & Marketing,8,Bachelors,m,sourcing,1,30,2.0,4,0,0,47
Sales & Marketing,22,Bachelors,m,other,1,49,2.0,6,0,0,50
HR,7,Bachelors,f,sourcing,1,28,3.0,4,0,0,51
Procurement,15,Bachelors,m,other,3,30,1.0,4,0,0,66
Operations,22,Masters & above,m,other,1,41,3.0,12,0,0,64
Sales & Marketing,31,Bachelors,f,other,1,30,5.0,2,1,0,43
Operations,22,Bachelors,m,other,1,34,3.0,2,1,0,60
Sales & Marketing,22,Bachelors,m,other,7,25,1.0,2,0,0,53
Analytics,13,Bachelors,m,sourcing,1,31,5.0,2,0,0,88
Sales & Marketing,2,Bachelors,f,sourcing,1,34,5.0,2,0,0,50
Operations,26,Bachelors,m,other,1,30,4.0,1,0,0,61
R&D,22,Bachelors,m,other,1,31,3.0,1,1,0,86
Procurement,2,Masters & above,m,sourcing,1,60,4.0,6,0,0,70
Analytics,22,Bachelors,m,sourcing,2,33,3.0,5,1,0,88
Sales & Marketing,26,Bachelors,m,other,1,33,3.0,3,0,0,51
Sales & Marketing,22,Masters & above,m,other,1,29,5.0,2,0,0,49
Sales & Marketing,1,Masters & above,m,other,1,38,3.0,2,0,0,48
Technology,31,Masters & above,m,other,1,34,4.0,5,1,0,78
Technology,23,Masters & above,f,other,1,37,5.0,3,1,0,81
Sales & Marketing,2,Bachelors,m,other,1,44,3.0,15,0,0,47
Procurement,22,Bachelors,m,other,1,28,1.0,6,0,0,64
HR,25,Masters & above,m,other,1,49,3.0,2,0,0,47
Sales & Marketing,28,Masters & above,f,other,2,33,5.0,2,1,0,52
Sales & Marketing,19,Bachelors,m,sourcing,1,35,4.0,6,1,0,50
Operations,4,Bachelors,m,other,1,26,4.0,2,1,0,59
Technology,16,Below Secondary,m,sourcing,1,24,3.0,2,0,0,79
Procurement,7,Bachelors,m,sourcing,1,34,5.0,3,1,0,71
Procurement,2,Masters & above,m,sourcing,1,43,4.0,10,0,0,66
Analytics,20,Bachelors,m,sourcing,2,31,4.0,6,0,0,85
Technology,28,Masters & above,m,other,2,32,3.0,3,0,0,82
Sales & Marketing,16,Bachelors,f,sourcing,1,40,4.0,5,0,0,52
Sales & Marketing,2,Bachelors,m,other,1,34,4.0,2,0,0,49
Technology,16,Masters & above,f,other,1,34,3.0,6,0,0,79
Legal,13,Bachelors,m,other,3,32,5.0,1,0,0,57
Sales & Marketing,2,Bachelors,m,sourcing,1,45,5.0,17,1,0,48
HR,24,Bachelors,m,other,1,32,1.0,4,0,0,53
Sales & Marketing,13,Masters & above,f,other,1,39,2.0,11,0,0,47
Sales & Marketing,14,Bachelors,m,sourcing,1,36,4.0,3,1,0,49
Operations,15,Bachelors,m,other,1,49,1.0,11,0,0,56
Procurement,2,Bachelors,m,sourcing,2,55,4.0,13,1,0,72
Technology,13,Bachelors,m,other,2,45,3.0,15,0,0,81
Sales & Marketing,2,Bachelors,m,other,1,31,4.0,4,1,0,46
Operations,28,Bachelors,m,other,1,27,3.0,3,1,0,57
Sales & Marketing,22,Bachelors,m,sourcing,4,32,3.0,8,0,0,51
Sales & Marketing,11,Bachelors,m,sourcing,1,30,1.0,6,1,0,49
Finance,2,Bachelors,f,sourcing,1,43,3.0,4,0,0,62
Technology,31,Bachelors,f,other,1,28,3.0,2,0,0,80
Technology,2,Masters & above,m,other,1,33,4.0,4,0,0,79
Technology,27,Bachelors,m,sourcing,1,31,2.0,3,0,0,81
Sales & Marketing,15,Bachelors,m,other,2,24,3.0,1,0,0,50
Technology,25,Bachelors,m,sourcing,1,28,3.0,3,1,0,79
Analytics,32,Bachelors,m,other,1,27,3.0,3,0,0,85
HR,3,Bachelors,f,other,1,27,3.0,4,1,1,90
Analytics,13,Bachelors,m,sourcing,1,35,5.0,8,1,0,86
HR,26,Bachelors,f,other,1,33,3.0,7,0,0,47
Procurement,13,Bachelors,m,other,1,35,3.0,5,0,0,72
Technology,27,Masters & above,m,other,1,41,3.0,13,0,0,82
Operations,31,Bachelors,m,sourcing,1,28,3.0,4,1,0,59
Analytics,11,Bachelors,m,other,1,39,5.0,3,0,0,87
Sales & Marketing,31,Bachelors,m,other,1,29,3.0,4,0,0,49
Sales & Marketing,31,Bachelors,f,sourcing,1,30,5.0,3,1,0,48
Sales & Marketing,5,Bachelors,f,sourcing,1,34,3.0,6,0,0,50
HR,4,Masters & above,m,sourcing,1,35,4.0,5,1,1,51
Sales & Marketing,3,Bachelors,m,other,1,37,3.0,8,0,0,66
Sales & Marketing,27,Bachelors,f,sourcing,1,25,5.0,1,1,1,53
Sales & Marketing,4,Masters & above,m,other,1,43,5.0,12,1,0,50
R&D,15,Masters & above,m,sourcing,1,33,4.0,5,0,0,85
Sales & Marketing,16,Bachelors,m,sourcing,1,33,5.0,3,1,0,45
Operations,16,Bachelors,m,sourcing,1,31,4.0,7,0,0,56
Sales & Marketing,7,Bachelors,m,sourcing,1,30,4.0,5,0,0,48
Analytics,28,Bachelors,m,other,1,28,3.0,4,0,0,86
Operations,22,Masters & above,m,sourcing,1,51,5.0,21,0,0,63
R&D,22,Masters & above,m,other,1,30,4.0,2,1,1,86
Procurement,4,Bachelors,m,sourcing,2,26,5.0,3,0,0,68
Sales & Marketing,31,Bachelors,f,other,1,35,4.0,9,0,0,49
Operations,15,Bachelors,m,referred,1,43,3.0,14,1,0,61
Procurement,31,Bachelors,f,other,2,32,3.0,5,0,0,73
HR,7,Masters & above,m,other,1,37,4.0,2,1,0,50
Procurement,13,Bachelors,f,other,1,33,3.0,6,1,0,71
Technology,20,Bachelors,f,sourcing,1,28,3.0,2,0,0,82
Sales & Marketing,2,Bachelors,m,sourcing,1,34,5.0,5,1,0,47
Analytics,21,Bachelors,m,other,1,26,2.0,2,0,0,87
Finance,30,Bachelors,m,sourcing,1,25,4.0,2,1,0,58
Sales & Marketing,22,Bachelors,f,other,1,27,1.0,3,0,0,47
Analytics,23,Masters & above,m,other,2,37,5.0,8,0,0,79
Procurement,7,Masters & above,m,sourcing,6,52,3.0,14,0,0,71
Finance,2,Bachelors,m,sourcing,3,42,3.0,11,0,0,59
Operations,22,Bachelors,m,sourcing,1,28,4.0,4,0,0,64
Analytics,2,Bachelors,f,other,1,30,2.0,4,0,0,81
Sales & Marketing,7,Bachelors,m,other,1,37,3.0,8,0,0,46
Technology,2,Below Secondary,m,sourcing,1,25,3.0,4,1,0,80
Sales & Marketing,14,Masters & above,m,other,1,39,3.0,11,0,0,48
Procurement,2,Masters & above,f,referred,1,38,5.0,4,0,0,67
Procurement,30,Bachelors,f,other,1,33,5.0,3,1,0,70
Sales & Marketing,29,Bachelors,m,sourcing,1,26,2.0,3,0,0,48
Sales & Marketing,2,Masters & above,m,sourcing,1,44,3.0,7,0,0,54
Analytics,20,Bachelors,m,sourcing,1,27,4.0,5,0,0,83
Sales & Marketing,8,Masters & above,m,other,1,36,1.0,7,1,0,51
Technology,5,Bachelors,m,sourcing,1,43,3.0,3,0,0,81
Procurement,2,Below Secondary,f,sourcing,1,21,3.0,2,0,0,71
Procurement,27,Masters & above,f,other,1,35,4.0,6,1,0,67
Technology,15,Bachelors,f,other,1,35,3.0,10,0,0,79
Sales & Marketing,13,Bachelors,m,other,2,34,1.0,3,0,0,52
Procurement,15,Bachelors,m,other,1,36,2.0,7,0,0,69
Procurement,7,Masters & above,f,other,1,39,3.0,3,1,0,73
Technology,2,Bachelors,m,other,1,50,3.0,16,0,0,77
Procurement,26,Bachelors,m,other,2,53,5.0,24,1,0,68
Sales & Marketing,23,Bachelors,m,other,2,29,3.0,3,0,0,50
Procurement,22,Bachelors,m,other,1,35,5.0,8,0,0,65
Sales & Marketing,20,Masters & above,m,sourcing,1,45,5.0,7,0,1,50
Sales & Marketing,22,Masters & above,m,sourcing,1,32,2.0,10,0,0,49
Sales & Marketing,10,Bachelors,m,sourcing,1,29,5.0,5,0,0,48
Procurement,13,Bachelors,m,other,1,30,2.0,6,0,0,71
Technology,5,Bachelors,f,other,1,35,3.0,4,1,0,80
Sales & Marketing,13,Masters & above,m,other,2,36,3.0,4,0,0,49
Operations,26,Bachelors,m,other,1,34,3.0,9,0,0,60
Sales & Marketing,22,Masters & above,m,other,1,42,3.0,10,1,0,49
R&D,2,Masters & above,m,sourcing,1,26,3.0,3,0,0,82
Sales & Marketing,21,Masters & above,f,other,1,31,1.0,3,0,0,48
Sales & Marketing,2,Bachelors,m,sourcing,2,36,5.0,7,0,0,50
Procurement,17,Masters & above,f,sourcing,1,37,3.0,4,0,0,74
Procurement,8,Bachelors,m,sourcing,1,31,3.0,6,0,0,72
Technology,2,Masters & above,f,other,1,59,2.0,8,0,0,85
Finance,31,Bachelors,m,other,1,32,3.0,7,0,0,60
Operations,2,Bachelors,f,referred,1,31,5.0,5,0,0,60
Operations,16,Masters & above,m,other,1,48,4.0,22,1,0,58
Technology,2,Masters & above,m,other,3,44,3.0,7,0,0,79
Sales & Marketing,31,Masters & above,m,sourcing,2,45,3.0,14,0,0,50
Sales & Marketing,7,Bachelors,f,other,2,34,1.0,4,1,1,44
Sales & Marketing,27,Bachelors,m,sourcing,1,28,3.0,6,0,0,45
Sales & Marketing,7,Bachelors,m,other,1,29,3.0,4,0,1,95
Finance,22,Below Secondary,f,sourcing,1,24,4.0,2,0,0,58
R&D,7,Bachelors,m,sourcing,1,32,5.0,2,1,0,86
Sales & Marketing,22,Bachelors,m,sourcing,1,34,2.0,7,0,0,46
Procurement,23,Bachelors,m,other,1,31,5.0,7,1,0,69
Operations,2,Bachelors,m,sourcing,1,34,5.0,7,1,0,59
Sales & Marketing,7,Bachelors,m,sourcing,2,35,4.0,7,0,0,51
Legal,2,Bachelors,m,sourcing,1,28,1.0,5,1,0,60
Sales & Marketing,5,Bachelors,m,sourcing,1,30,3.0,4,0,0,50
Operations,27,Bachelors,f,sourcing,1,35,4.0,8,0,1,59
Finance,26,Bachelors,m,other,1,30,3.0,7,1,0,59
Technology,7,Bachelors,m,other,1,42,2.0,14,0,0,79
Operations,21,Bachelors,m,sourcing,1,34,5.0,3,0,0,58
Sales & Marketing,11,Masters & above,m,other,1,36,1.0,4,0,0,50
Procurement,13,Bachelors,f,sourcing,1,38,2.0,10,0,0,72
Operations,12,Bachelors,f,other,1,32,3.0,4,0,0,59
Sales & Marketing,26,Bachelors,m,other,1,41,1.0,5,0,0,48
Technology,4,Masters & above,m,other,1,46,3.0,13,0,0,78
R&D,22,Masters & above,m,sourcing,1,26,4.0,3,1,0,88
Operations,20,Bachelors,m,other,1,30,4.0,8,0,0,64
R&D,22,Bachelors,m,other,1,36,4.0,7,1,0,83
Legal,7,Masters & above,m,sourcing,1,36,4.0,10,0,0,57
Sales & Marketing,22,Bachelors,m,sourcing,1,27,2.0,2,0,0,54
Operations,16,Bachelors,m,sourcing,1,30,5.0,7,1,0,58
Sales & Marketing,30,Bachelors,m,sourcing,1,25,1.0,2,0,0,51
Analytics,4,Bachelors,m,sourcing,1,34,3.0,10,0,0,90
Operations,15,Masters & above,f,other,1,34,4.0,4,1,0,58
Technology,2,Bachelors,f,referred,1,26,4.0,4,0,0,78
Sales & Marketing,22,Bachelors,m,sourcing,2,30,3.0,5,0,0,50
Technology,22,Masters & above,f,other,1,32,1.0,8,0,0,76
Sales & Marketing,2,Bachelors,m,other,5,35,2.0,6,0,0,49
Technology,34,Masters & above,m,sourcing,1,34,3.0,6,0,0,78
Sales & Marketing,7,Bachelors,m,other,1,30,2.0,4,0,0,46
Operations,17,Bachelors,f,sourcing,1,31,3.0,3,0,0,64
R&D,4,Masters & above,m,other,1,46,2.0,15,0,0,84
Finance,22,Masters & above,m,other,3,33,5.0,5,1,0,66
Operations,22,Bachelors,f,sourcing,1,40,3.0,7,1,0,63
Sales & Marketing,29,Bachelors,m,other,1,37,2.0,4,1,0,46
Technology,22,Bachelors,m,other,1,29,3.0,4,0,0,78
Analytics,9,Masters & above,m,sourcing,1,29,3.0,4,0,0,86
Operations,19,Bachelors,m,sourcing,1,35,3.0,7,0,0,63
Procurement,6,Bachelors,m,other,1,29,3.0,5,0,0,68
Finance,7,Below Secondary,f,sourcing,1,24,3.0,1,0,0,59
Analytics,7,Bachelors,m,sourcing,1,37,3.0,10,0,0,89
Procurement,20,Bachelors,m,sourcing,1,34,4.0,8,0,0,71
HR,16,Bachelors,m,other,2,35,3.0,8,0,0,48
Operations,17,Bachelors,f,sourcing,1,35,1.0,10,1,0,60
Procurement,2,Masters & above,m,sourcing,2,51,3.0,4,0,0,71
Procurement,7,Masters & above,m,other,1,34,4.0,4,0,0,66
Procurement,31,Bachelors,m,other,2,30,3.0,4,0,0,73
Procurement,15,Bachelors,m,other,1,27,4.0,3,1,0,69
Sales & Marketing,31,Bachelors,m,other,1,32,2.0,3,1,0,50
Sales & Marketing,16,Bachelors,f,sourcing,1,40,5.0,6,0,0,53
Technology,22,Bachelors,m,other,3,30,3.0,5,0,0,79
Technology,7,Masters & above,f,other,1,39,3.0,12,0,0,76
Analytics,22,Bachelors,m,sourcing,2,32,5.0,6,1,0,85
Analytics,14,Bachelors,m,other,1,34,3.0,9,0,0,85
Analytics,16,Bachelors,m,sourcing,1,30,4.0,9,0,0,86
R&D,2,Masters & above,f,sourcing,2,34,5.0,3,1,0,78
Sales & Marketing,2,Bachelors,m,sourcing,1,29,3.0,6,1,0,49
Sales & Marketing,10,Bachelors,m,other,1,29,3.0,2,0,0,51
Sales & Marketing,2,Bachelors,f,other,1,30,4.0,9,0,0,50
Technology,4,Masters & above,f,other,1,35,2.0,5,0,0,79
Operations,19,Masters & above,m,sourcing,1,53,3.0,6,1,0,57
HR,14,Bachelors,m,other,1,34,3.0,3,1,0,49
Sales & Marketing,26,Bachelors,m,other,2,34,5.0,7,1,0,50
Sales & Marketing,7,Masters & above,m,sourcing,1,30,5.0,2,0,0,49
Technology,2,Masters & above,m,other,1,50,1.0,18,0,0,83
Procurement,15,Masters & above,m,other,3,32,3.0,7,0,0,67
Technology,27,Masters & above,f,sourcing,1,41,3.0,2,1,0,82
Sales & Marketing,16,Masters & above,f,other,2,51,3.0,17,0,0,46
Procurement,2,Bachelors,f,other,1,30,4.0,3,0,0,66
Sales & Marketing,13,Bachelors,m,sourcing,1,38,1.0,5,0,0,47
Technology,23,Masters & above,f,other,1,42,2.0,2,0,0,78
Sales & Marketing,28,Bachelors,f,sourcing,1,31,3.0,7,0,0,49
Operations,32,Bachelors,f,other,1,41,5.0,3,1,1,62
Sales & Marketing,11,Masters & above,m,other,1,33,1.0,3,0,0,51
Operations,24,Masters & above,m,sourcing,1,33,5.0,5,1,0,62
Procurement,13,Bachelors,m,other,1,31,4.0,7,1,0,69
Technology,24,Bachelors,m,other,1,34,3.0,5,0,0,84
Finance,2,Bachelors,m,other,1,59,4.0,6,0,0,58
HR,7,Bachelors,m,other,1,30,1.0,4,0,0,47
Sales & Marketing,31,Bachelors,m,other,1,25,2.0,4,0,0,53
Analytics,2,Masters & above,m,other,1,46,3.0,6,0,0,82
Sales & Marketing,13,Bachelors,m,other,1,43,2.0,11,0,0,51
Procurement,10,Masters & above,f,sourcing,1,35,3.0,3,0,0,70
Sales & Marketing,15,Bachelors,m,sourcing,1,45,4.0,3,1,0,52
Sales & Marketing,24,Bachelors,m,other,1,28,2.0,5,1,0,51
Technology,7,Bachelors,m,sourcing,1,53,4.0,5,1,0,82
Operations,7,Bachelors,m,other,1,38,4.0,13,0,0,60
Operations,16,Bachelors,m,sourcing,2,33,5.0,6,1,1,95
Sales & Marketing,7,Bachelors,m,sourcing,1,26,2.0,2,0,0,61
HR,3,Bachelors,f,other,1,30,5.0,7,1,0,49
Operations,2,Masters & above,f,sourcing,1,34,5.0,3,1,0,59
Sales & Marketing,31,Bachelors,f,other,1,41,3.0,7,0,0,48
Operations,8,Bachelors,f,other,1,30,5.0,8,1,0,63
Analytics,29,Bachelors,m,other,1,31,3.0,5,0,0,83
Procurement,30,Bachelors,f,sourcing,1,33,4.0,7,1,0,67
Operations,22,Bachelors,f,sourcing,1,36,5.0,7,0,0,56
Procurement,22,Masters & above,m,sourcing,1,43,4.0,3,0,0,72
Finance,6,Bachelors,f,other,1,25,5.0,2,0,0,59
Operations,2,Masters & above,f,other,1,48,3.0,13,0,0,62
Finance,2,Masters & above,m,other,2,40,4.0,10,0,0,61
Operations,22,Bachelors,m,sourcing,2,40,3.0,12,0,0,59
Sales & Marketing,2,Bachelors,m,sourcing,1,43,5.0,5,0,0,48
Operations,23,Masters & above,m,other,1,38,5.0,11,1,0,60
Sales & Marketing,28,Bachelors,m,sourcing,1,29,5.0,5,0,0,61
Sales & Marketing,16,Bachelors,m,other,3,36,1.0,7,0,0,48
Sales & Marketing,19,Bachelors,m,sourcing,1,28,4.0,5,0,0,53
Procurement,22,Masters & above,m,other,1,33,5.0,5,0,0,67
Operations,11,Bachelors,m,sourcing,1,40,4.0,5,0,0,59
Procurement,2,Masters & above,f,sourcing,1,59,4.0,6,0,0,66
Sales & Marketing,12,Bachelors,f,other,2,31,1.0,2,0,0,47
Technology,33,Bachelors,m,sourcing,1,30,3.0,4,0,0,82
Analytics,22,Bachelors,m,sourcing,1,27,2.0,4,0,0,85
Sales & Marketing,15,Bachelors,m,other,1,42,3.0,12,0,0,53
Operations,27,Bachelors,m,sourcing,1,33,3.0,7,0,0,73
Sales & Marketing,2,Bachelors,m,sourcing,1,45,5.0,12,0,0,50
Operations,2,Masters & above,f,sourcing,2,37,5.0,11,1,0,58
Procurement,5,Bachelors,m,other,2,31,3.0,7,0,0,70
Finance,31,Bachelors,m,other,1,31,5.0,8,1,0,59
Procurement,7,Bachelors,f,other,1,27,5.0,4,1,0,72
Sales & Marketing,11,Bachelors,m,other,1,39,3.0,4,0,0,49
Sales & Marketing,2,Masters & above,f,other,2,53,3.0,18,0,0,51
Sales & Marketing,2,Masters & above,f,sourcing,1,34,1.0,2,0,0,50
Operations,2,Masters & above,f,other,1,51,5.0,3,1,0,59
Analytics,7,Masters & above,m,sourcing,1,37,5.0,4,0,0,86
Sales & Marketing,32,Bachelors,m,sourcing,1,35,2.0,8,0,0,50
Sales & Marketing,22,Bachelors,m,other,1,27,4.0,2,1,0,47
Sales & Marketing,28,Masters & above,m,other,1,37,4.0,4,0,0,44
Technology,5,Bachelors,f,other,1,30,3.0,4,1,0,83
Sales & Marketing,5,Bachelors,m,other,1,33,5.0,6,0,0,50
HR,2,Bachelors,f,sourcing,1,37,3.0,7,0,0,53
Operations,7,Below Secondary,m,other,1,29,3.0,4,0,0,63
Sales & Marketing,13,Bachelors,m,sourcing,1,47,1.0,18,0,0,52
HR,13,Bachelors,f,other,1,24,4.0,2,1,0,51
Sales & Marketing,31,Masters & above,m,sourcing,1,29,3.0,3,0,0,49
Operations,13,Bachelors,m,sourcing,1,55,3.0,3,1,0,63
Operations,2,Bachelors,m,other,1,38,5.0,3,1,0,58
Sales & Marketing,15,Bachelors,m,other,1,29,4.0,2,0,0,50
Operations,15,Bachelors,f,sourcing,1,47,2.0,18,0,0,58
Operations,4,Bachelors,f,sourcing,1,33,4.0,7,1,0,61
Technology,5,Masters & above,m,sourcing,1,35,3.0,2,0,0,77
Procurement,15,Bachelors,f,other,1,34,5.0,5,1,0,67
Analytics,25,Bachelors,m,other,2,29,4.0,2,1,0,83
Finance,2,Masters & above,m,sourcing,3,47,5.0,7,1,0,58
Analytics,2,Bachelors,m,other,2,35,3.0,10,0,0,82
Analytics,16,Bachelors,m,sourcing,1,27,3.0,2,0,0,82
Operations,15,Bachelors,m,other,1,60,5.0,17,1,0,67
Operations,2,Masters & above,f,sourcing,1,47,5.0,18,1,0,96
Sales & Marketing,11,Bachelors,m,other,1,33,5.0,7,1,0,48
Procurement,8,Bachelors,f,sourcing,1,31,5.0,1,1,0,69
Finance,11,Bachelors,m,sourcing,2,27,3.0,3,1,0,60
Operations,28,Masters & above,f,other,1,34,4.0,9,1,0,62
Procurement,2,Masters & above,m,other,2,40,3.0,4,0,0,69
Operations,2,Bachelors,m,other,1,38,2.0,10,0,0,59
Technology,8,Bachelors,m,other,1,31,5.0,4,1,0,81
Operations,11,Masters & above,m,other,1,43,4.0,3,0,0,56
Sales & Marketing,32,Bachelors,m,other,1,38,3.0,10,0,0,55
Analytics,32,Bachelors,m,other,1,24,2.0,2,0,0,83
Operations,15,Bachelors,m,other,3,32,5.0,5,0,0,59
Sales & Marketing,26,Bachelors,m,sourcing,1,30,5.0,6,1,1,50
Sales & Marketing,15,Masters & above,m,sourcing,1,42,1.0,16,0,0,49
Sales & Marketing,9,Bachelors,m,other,2,26,3.0,5,0,0,48
Operations,14,Bachelors,m,sourcing,1,28,3.0,3,0,0,58
Legal,2,Bachelors,f,sourcing,1,38,1.0,3,0,0,65
Operations,11,Bachelors,m,sourcing,1,27,1.0,2,0,0,58
Operations,12,Bachelors,m,other,1,35,4.0,3,1,0,57
Technology,1,Bachelors,m,other,1,28,1.0,2,0,0,80
Operations,28,Bachelors,m,other,1,34,5.0,8,0,0,62
Procurement,30,Masters & above,m,other,1,33,5.0,7,0,0,70
Analytics,2,Bachelors,m,other,1,38,5.0,8,0,0,86
Analytics,15,Bachelors,m,other,1,35,3.0,6,1,0,82
Operations,17,Bachelors,f,sourcing,1,35,5.0,8,1,0,87
Technology,2,Bachelors,m,sourcing,1,36,4.0,3,1,0,80
Operations,32,Bachelors,f,other,1,27,1.0,2,0,0,59
Procurement,2,Bachelors,f,referred,1,31,4.0,5,1,1,72
Procurement,27,Bachelors,m,sourcing,1,30,5.0,5,1,0,70
Finance,26,Bachelors,m,sourcing,1,29,1.0,4,0,0,58
Technology,5,Bachelors,m,sourcing,1,29,2.0,2,0,0,83
Operations,2,Bachelors,f,other,2,31,4.0,3,1,0,61
Analytics,2,Bachelors,m,other,2,35,5.0,7,1,0,85
Sales & Marketing,12,Bachelors,f,sourcing,1,27,4.0,2,1,0,45
Sales & Marketing,31,Bachelors,m,other,1,33,2.0,7,0,0,52
Procurement,23,Bachelors,m,other,1,31,3.0,7,1,0,64
Procurement,2,Bachelors,m,sourcing,2,39,3.0,5,0,0,72
Sales & Marketing,31,Bachelors,m,sourcing,1,28,1.0,2,0,0,47
Procurement,27,Bachelors,f,sourcing,1,31,5.0,5,1,0,75
Sales & Marketing,31,Masters & above,f,other,1,36,4.0,7,0,0,52
Sales & Marketing,11,Bachelors,m,other,1,44,5.0,5,1,0,50
Procurement,2,Bachelors,m,sourcing,3,28,3.0,2,0,0,66
Procurement,17,Bachelors,f,sourcing,2,31,3.0,3,0,0,67
Technology,33,Masters & above,m,sourcing,1,40,4.0,2,1,1,81
Sales & Marketing,20,Masters & above,m,other,1,38,5.0,11,1,0,51
Procurement,31,Bachelors,m,other,1,32,4.0,5,0,0,72
Procurement,8,Bachelors,m,sourcing,1,32,3.0,3,0,0,68
Procurement,7,Masters & above,f,sourcing,1,41,4.0,2,0,0,71
Sales & Marketing,7,Masters & above,f,other,1,45,3.0,6,0,0,49
Operations,2,Masters & above,f,other,1,59,5.0,18,1,0,62
Sales & Marketing,19,Bachelors,m,other,1,32,1.0,3,0,0,48
HR,2,Masters & above,f,sourcing,1,41,5.0,8,0,0,51
Sales & Marketing,4,Bachelors,m,other,1,49,1.0,7,0,0,50
Sales & Marketing,22,Bachelors,m,sourcing,1,30,2.0,7,1,0,48
Technology,27,Bachelors,m,sourcing,2,29,1.0,2,0,0,78
Technology,5,Bachelors,f,other,1,37,3.0,10,0,0,82
HR,2,Bachelors,f,sourcing,1,57,3.0,13,0,0,52
Analytics,20,Bachelors,m,sourcing,1,27,4.0,5,0,0,86
Sales & Marketing,4,Masters & above,m,other,1,52,3.0,5,0,0,49
Analytics,22,Bachelors,f,other,1,25,3.0,2,0,0,81
Sales & Marketing,2,Masters & above,m,sourcing,1,46,5.0,6,1,0,50
Procurement,24,Bachelors,f,sourcing,1,28,3.0,4,0,0,72
Analytics,17,Bachelors,m,other,1,28,4.0,9,0,0,83
Procurement,2,Bachelors,f,other,2,59,5.0,18,1,0,70
Sales & Marketing,28,Bachelors,m,other,3,31,5.0,5,0,0,48
Sales & Marketing,29,Bachelors,m,other,1,33,4.0,6,0,0,52
Operations,7,Bachelors,m,sourcing,2,51,4.0,2,0,0,63
Procurement,13,Bachelors,m,other,1,32,2.0,6,0,0,72
Analytics,21,Bachelors,m,sourcing,1,32,2.0,9,0,0,85
Sales & Marketing,27,Bachelors,m,sourcing,1,25,2.0,2,0,0,49
Operations,6,Bachelors,m,other,1,32,5.0,4,1,0,62
Sales & Marketing,14,Bachelors,m,other,1,49,3.0,4,0,0,51
Operations,19,Bachelors,f,other,1,34,4.0,5,0,0,59
Operations,14,Bachelors,f,other,1,29,3.0,7,0,0,55
Sales & Marketing,8,Bachelors,m,sourcing,1,29,4.0,4,0,0,53
Sales & Marketing,26,Bachelors,m,sourcing,5,29,3.0,4,0,0,46
Operations,2,Masters & above,m,sourcing,1,46,5.0,8,1,0,62
Procurement,31,Masters & above,m,sourcing,1,37,3.0,4,1,0,68
R&D,22,Bachelors,m,referred,1,28,5.0,5,1,0,88
Procurement,22,Bachelors,m,other,2,31,3.0,7,0,0,68
Procurement,34,Bachelors,m,other,1,29,3.0,3,1,0,73
Analytics,30,Bachelors,m,other,1,33,4.0,3,0,0,80
Operations,7,Bachelors,f,other,1,28,1.0,4,0,0,62
Operations,16,Masters & above,f,other,1,41,1.0,2,1,0,56
HR,10,Masters & above,f,sourcing,1,33,3.0,8,1,0,54
Sales & Marketing,11,Masters & above,m,other,1,34,1.0,7,0,0,49
Sales & Marketing,26,Masters & above,m,other,1,35,3.0,2,0,0,49
Sales & Marketing,23,Bachelors,m,sourcing,1,31,3.0,7,1,0,53
Legal,31,Bachelors,m,sourcing,1,39,4.0,3,1,1,61
Finance,2,Bachelors,m,other,1,49,3.0,5,0,0,61
Technology,4,Masters & above,m,sourcing,1,37,3.0,4,1,0,80
Sales & Marketing,2,Masters & above,m,other,1,53,1.0,14,0,0,47
Analytics,15,Bachelors,m,other,1,30,3.0,4,1,0,87
Operations,7,Bachelors,f,other,1,30,5.0,6,0,1,59
Sales & Marketing,7,Masters & above,f,sourcing,1,42,2.0,14,0,0,44
Technology,7,Masters & above,m,sourcing,1,35,2.0,7,0,0,80
Operations,20,Bachelors,m,sourcing,1,40,3.0,9,1,0,64
Operations,30,Masters & above,f,sourcing,1,39,5.0,5,1,0,89
Technology,2,Bachelors,m,referred,1,35,4.0,3,1,0,82
Operations,22,Below Secondary,m,sourcing,1,25,3.0,2,0,0,62
